track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,mode_string
Gir Dig,Camilo & Grande,29,Eufori,2015,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.798,0.775,E,-6.296,0.192,0.0824,0.0,0.223,0.855,90.294,201804,Minor
Bro Hymn,Quintino,23,Bro Hymn,2019,Big Room EDM - by Spinnin' Records,edm,big room,0.657,0.974,F,-4.777,0.448,0.000462,0.0969,0.347,0.143,127.941,169219,Minor
Feelings - KAJ Remix,Deep Chills,32,Feelings (KAJ Remix),2019,Tropical House 🌴,latin,tropical,0.827,0.546,F#/Gb,-6.658,0.0855,0.228,0.0,0.105,0.655,106.941,170467,Major
It's a Vibe,Duki,68,Súper Sangre Joven,2019,De Fiesta,latin,reggaeton,0.903,0.785,A,-5.731,0.271,0.451,2.44e-06,0.0772,0.642,97.014,220311,Minor
Do Ya Thing,Agus Zack,9,Do Ya Thing,2019,[EAS]: Festival Big Room,edm,big room,0.548,0.998,D#/Eb,-1.784,0.212,0.00243,0.656,0.446,0.0991,150.001,170987,Minor
Baby Girl (feat. Lalo Ebratt),Mario Bautista,75,Baby Girl (feat. Lalo Ebratt),2018,Latest Latin American Hits 2020,latin,latin hip hop,0.804,0.705,C#/Db,-5.272,0.199,0.0275,0.000138,0.202,0.45,103.009,218470,Major
Just Can't Get Enough - 2006 Remaster,Depeche Mode,61,Speak & Spell (2006 Remastered Edition),1981,"""Permanent Wave""",rock,permanent wave,0.765,0.766,C,-9.374,0.0348,0.41,0.0527,0.177,0.923,128.177,222760,Major
Great Blacks,Georgia Anne Muldrow,35,A Thoughtiverse Unmarred,2015,Neo Soul / Modern Jazz / Smooth Hiphop,r&b,neo soul,0.604,0.814,A#/Bb,-5.998,0.343,0.327,5.74e-06,0.318,0.606,92.044,184068,Minor
Whisper,Blac Youngsta,61,Church on Sunday,2019,New Hip Hop‏‏​​   ‍,r&b,urban contemporary,0.893,0.783,G,-4.173,0.236,0.0259,0.0,0.197,0.584,101.993,197192,Major
Don't Let Me Down - W&W Remix,The Chainsmokers,58,Don't Let Me Down (Remixes),2016,Crossfit‏‏​​   ‍,edm,electro house,0.431,0.877,G#/Ab,-5.677,0.121,0.041,0.00128,0.126,0.484,159.897,195093,Minor
How's This,HyunA,0,A'wesome,2016,K-Crazy Michioso Tunes,edm,pop edm,0.746,0.917,F#/Gb,-2.182,0.0542,0.0225,0.0,0.0527,0.72,100.01,199210,Major
I Want the Bass Kick,Viciouz Beatz,24,"Ladys Love Ladys - Electro House Music, Vol. 2",2013,Waves Pop and EDM,edm,pop edm,0.878,0.737,G,-4.326,0.0522,0.00336,0.604,0.112,0.56,125.978,259178,Major
Workin' For MCA,Lynyrd Skynyrd,0,The Complete Collection,2008,Southern Rock/Classic Rock,rock,classic rock,0.253,0.891,A,-7.719,0.0784,0.00399,0.000814,0.196,0.837,170.775,287040,Major
Dancer,Cero Ismael,43,Dancer,2019,Alternative Hip Hop,rap,hip hop,0.643,0.664,C#/Db,-6.719,0.287,0.465,7.87e-05,0.138,0.26,91.727,176573,Major
Latina (feat. Maluma),Reykon,74,Latina (feat. Maluma),2019,LATIN POP 2020 🔥 Pop latino actual,latin,latin pop,0.826,0.713,A,-4.017,0.129,0.0748,0.0,0.331,0.75,102.071,226739,Minor
Transmission - 2010 Remaster,Joy Division,48,Substance,2010,permanent wave,rock,permanent wave,0.497,0.808,G,-8.088,0.0388,0.0355,0.437,0.0966,0.683,153.561,215148,Major
She Talks To Angels,The Black Crowes,63,Shake Your Money Maker,1990,Classic Rock Drive,rock,classic rock,0.583,0.526,E,-5.781,0.0291,0.0634,0.000123,0.218,0.313,160.067,329400,Major
Leaders of Tomorrow,Perkele,44,Leaders of Tomorrow,2019,Hard Rock,rock,hard rock,0.554,0.936,C#/Db,-4.51,0.0374,0.0195,0.000111,0.0909,0.683,87.519,236867,Minor
8 Letters - R3HAB Remix,Why Don't We,2,8 Letters (R3HAB Remix),2018,Cardio,pop,dance pop,0.638,0.708,C#/Db,-5.001,0.0421,0.24,0.0,0.311,0.582,103.16,132233,Minor
Coming Back Again,Kings of Leon,47,Mechanical Bull (Expanded Edition),2013,keg party jukebox,rock,permanent wave,0.381,0.842,B,-5.89,0.062,0.000307,0.053,0.175,0.414,162.481,208867,Major
Stupid Girl,Garbage,47,Garbage (20th Anniversary Deluxe Edition/Remastered),1995,Intro to Permanent Wave,rock,permanent wave,0.634,0.756,C#/Db,-4.81,0.0332,0.00251,0.000441,0.0427,0.661,119.948,258533,Minor
Gueto de Gent,Phillipi & Rodrigo,41,Karma / Gueto De Gent,2016,House/Electro/Progressive/Disco/Lofi/Synthwave,edm,progressive electro house,0.749,0.631,C#/Db,-8.197,0.0442,0.788,0.0224,0.0988,0.7,105.002,306040,Major
Da' Dip,Freak Nasty,50,Controversee…That's Life…and That's the Way It Is,1996,Minitruckin Playlist,rap,southern hip hop,0.953,0.428,G#/Ab,-17.199,0.298,0.0079,0.0302,0.224,0.723,131.737,237000,Major
Fanfarrón,Fanny Lu,33,Voz Y Exitos (International Version),2012,Latin Pop antiguo,latin,latin pop,0.8,0.88,A,-3.64,0.0427,0.0753,0.0,0.144,0.952,115.036,201987,Major
TRUE - Single Edit,Spandau Ballet,72,True - The Digital E.P.,2008,80's Songs | Top 💯 80s Music Hits,pop,electropop,0.744,0.545,C,-9.361,0.0297,0.506,0.0977,0.0649,0.346,97.409,328293,Major
How You've Been - Acoustic,R3HAB,62,How You've Been (Acoustic),2020,The Pulse of Indie Poptimism,pop,indie poptimism,0.611,0.329,A,-10.359,0.0352,0.715,0.0,0.257,0.326,117.285,142051,Major
Fy Fan Va Stek,De Vet Du,1,Fy Fan Va Stek,2015,Epic Bass Drops,edm,big room,0.828,0.718,G#/Ab,-7.474,0.107,0.111,0.000916,0.0892,0.233,127.992,164999,Major
Silent Night,The Temptations,4,Christmas Number 1's,2007,Christmas Soul,r&b,neo soul,0.503,0.332,C,-11.548,0.0264,0.558,0.000815,0.387,0.379,131.715,362973,Major
Chillin' Like a Villain,Sofia Carson,65,Descendants 2 (Original TV Movie Soundtrack),2017,Post teen pop,pop,post-teen pop,0.697,0.775,G#/Ab,-6.664,0.0829,0.0318,0.0,0.232,0.827,113.886,193792,Major
Lord Knows (feat. Justin Adams),Upchurch,44,"Project X, Vol. 1",2018,Southern soul & hip hop,rap,southern hip hop,0.768,0.766,F#/Gb,-3.697,0.0891,0.334,0.0,0.115,0.676,129.985,192923,Major
Enjoy The Silence 2004,Depeche Mode,44,Remixes 81>04,2004,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.503,0.761,C,-4.138,0.0319,0.0275,0.000695,0.119,0.335,115.696,213453,Minor
"I Feel Love - 12"" Version",Donna Summer,5,Bad Girls [Deluxe Edition (US Version)],1979,House/Electro/Progressive/Disco/Lofi/Synthwave,edm,progressive electro house,0.692,0.79,F,-14.065,0.0416,0.074,0.711,0.101,0.96,128.13,495187,Major
Duppy Mecca,Nomad Carlos,26,Blxvk Desert,2019,Smooth Hip Hop,r&b,hip pop,0.712,0.678,C#/Db,-5.695,0.186,0.221,1.21e-05,0.346,0.601,87.089,180584,Major
Loungin' II,Epifania,52,Loungin' II,2019,Lofi Hip-Hop,rap,hip hop,0.802,0.31,D,-8.716,0.0601,0.703,0.786,0.142,0.769,80.064,103500,Minor
American Express (feat. Farid Bang),Kollegah,42,Imperator (Deluxe Edition),2016,GANGSTA Rap,rap,gangster rap,0.464,0.649,D,-8.367,0.143,0.00665,0.0,0.0902,0.283,87.073,170693,Major
Right Now,Nick Jonas,73,Right Now,2018,The Sound of Post-Teen Pop,pop,post-teen pop,0.597,0.751,F#/Gb,-4.982,0.193,0.0104,0.0,0.0912,0.568,103.956,201680,Minor
Præg På Kortet,DON x LEE x BARBER,47,Præg På Kortet,2019,DK rap,rap,hip hop,0.538,0.71,G,-6.089,0.291,0.109,0.0,0.052,0.702,160.572,178250,Minor
Wrong (with Emund),Olympis,44,Wrong (with Emund),2019,Bounce United,edm,big room,0.577,0.546,B,-10.666,0.146,0.434,0.0,0.107,0.375,95.087,152289,Minor
Gone Are The Days (Radio Edit),Grand Slam,29,Gone Are The Days,2019,Classic Rock Now,rock,classic rock,0.5,0.92,G#/Ab,-4.198,0.0444,0.000264,0.0,0.383,0.651,139.987,216352,Major
5 Letras,Alexis y Fido,64,Sobrenatural,2007,Reggaeton Classics,latin,reggaeton,0.82,0.788,F#/Gb,-5.478,0.191,0.272,1.65e-06,0.0404,0.648,93.961,195573,Minor
Nas Alturas,UCLÃ,47,Nas Alturas,2019,Trap Funk,rap,trap,0.561,0.649,D#/Eb,-7.268,0.407,0.219,0.0,0.159,0.793,88.074,257509,Minor
The King of Wishful Thinking,Go West,61,Indian Summer,1992,I didn’t know perm stood for permanent (wave),rock,permanent wave,0.669,0.868,C,-7.377,0.0527,0.033,0.0,0.0991,0.913,107.885,241760,Major
Let Me Hear You Scream - Original Mix,Hard Rock Sofa,0,Let Me Hear You Scream,2013,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,edm,big room,0.552,0.984,F#/Gb,-1.79,0.0439,0.00081,0.669,0.507,0.321,127.958,334324,Major
Soldier of Fortune,Deep Purple,50,The Platinum Collection,2005,Mega Rock Ballads: The Best Slow Rock Compilation Ever !,rock,album rock,0.456,0.395,D,-10.129,0.0293,0.359,0.000173,0.0984,0.243,132.611,195160,Minor
Never Say Goodbye - Radio Edit,Hardwell,42,Never Say Goodbye,2013,♥ EDM LOVE 2020,edm,progressive electro house,0.426,0.841,C#/Db,-3.529,0.0546,0.0192,0.0,0.421,0.05,129.982,204942,Minor
Караван,Ashim,0,Караван,2018,RUSSIAN Gangster Rap,rap,gangster rap,0.624,0.452,A,-8.97,0.392,0.159,2.46e-06,0.124,0.12,70.831,169209,Major
Are You Crazy,Will Sparks,56,Are You Crazy,2019,Epic Bass Drops | Best House Mixes,edm,progressive electro house,0.572,0.907,D,-4.883,0.085,0.0351,0.787,0.165,0.0396,131.997,180000,Major
Danger (with Migos & Marshmello),Migos,74,Danger (with Migos & Marshmello) [From Bright: The Album],2017,RAP Gangsta,rap,gangster rap,0.814,0.743,A,-2.968,0.159,0.152,0.0,0.163,0.367,107.996,214587,Major
Dreamin',Will To Power,42,Will To Power,1988,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop,0.775,0.583,A,-13.29,0.0433,0.0187,0.0416,0.0263,0.647,125.084,249960,Minor
Moral of the Story,Ashe,53,Moral of the Story,2019,2019 in Indie Poptimism,pop,indie poptimism,0.572,0.406,A#/Bb,-8.624,0.0427,0.587,4.48e-06,0.102,0.265,119.812,201084,Major
Kiss Me,Robert Falcon,41,Kiss Me,2018,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,latin,tropical,0.735,0.858,F,-3.593,0.0515,0.0253,0.0,0.148,0.386,114.04,172628,Minor
Part Of Me (Club Remix) (feat. Kareem),LittleKings,14,Part of Me (Remixes) (feat. Kareem),2017,New House   ‍,edm,electro house,0.759,0.747,C#/Db,-6.257,0.0483,0.00907,0.154,0.0513,0.616,124.002,253003,Minor
Proxy,Martin Garrix,42,Gold Skies,2014,Big Room House | Festival Bangers,edm,big room,0.667,0.695,G,-5.722,0.0334,0.00856,0.865,0.197,0.292,128.052,277547,Minor
(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,67,Higher And Higher,1967,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,r&b,urban contemporary,0.634,0.677,D,-7.19,0.0448,0.318,0.0,0.0902,0.939,95.792,179120,Major
CAPO,NLE Choppa,74,CAPO,2019,GANGSTA RAP,rap,gangster rap,0.617,0.953,D,-4.162,0.0693,0.119,0.0,0.331,0.594,154.964,192200,Major
Safari Song,Greta Van Fleet,66,From The Fires,2017,Badass Rock,rap,southern hip hop,0.364,0.928,D,-4.015,0.0485,0.16,1.58e-05,0.315,0.677,175.878,234600,Major
What Do I Do? - Benny Benassi Remix,Georgia Ku,39,What Do I Do? (Benny Benassi Remix),2019,Dance Room,pop,dance pop,0.66,0.827,A#/Bb,-5.081,0.0789,0.429,0.0,0.0923,0.611,115.349,167249,Major
Still Of The Night,Whitesnake,38,Whitesnake's Greatest Hits,1994,Hard Rock Classics 1967-1991 (Party Edition),rock,hard rock,0.422,0.866,E,-6.62,0.0478,0.00238,0.0023,0.297,0.281,100.449,394360,Minor
Knock You Out - Hardwell Remix,Bingo Players,0,Knock You Out (Remixes),2014,@deniceemoberg EDM - POP REMIXES,edm,pop edm,0.611,0.909,A,-3.967,0.0493,0.0373,0.00501,0.0829,0.215,128.039,386279,Minor
Every Little Step - Uptown Mix,Bobby Brown,0,Don't Be Cruel (Expanded),1988,New Jack City,r&b,new jack swing,0.714,0.782,B,-9.207,0.132,0.00124,0.0519,0.244,0.55,97.997,454000,Major
The Trooper - 1998 Remastered Version,Iron Maiden,8,Piece Of Mind (1998 Remastered Edition),1983,Classic Hard Rock,rock,hard rock,0.286,0.856,E,-6.777,0.0585,0.0238,0.0542,0.487,0.696,162.12,250973,Minor
Turbo Lover,Judas Priest,0,The Chosen Few,2011,Hard Rock Classics 1967-1991 (Party Edition),rock,hard rock,0.466,0.907,A,-6.359,0.0675,0.0457,9.89e-05,0.393,0.605,151.994,329253,Major
Revolution - Deep In Jersey Mix,Harry Romero,28,Revolution (Deep In Jersey Mix),2018,💊ELECTRO-HOUSE-TECH💊,edm,electro house,0.87,0.839,D,-5.33,0.0656,9.74e-05,0.344,0.148,0.144,124.014,180020,Major
Give Me Everything,Pitbull,79,Planet Pit (Deluxe Version),2011,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.671,0.939,G#/Ab,-3.206,0.161,0.192,0.0,0.298,0.529,129.023,252307,Major
Long Live the Chief,Jidenna,2,Long Live the Chief,2015,Latin/Hip Hop/Dancehall/Soca,latin,latin hip hop,0.874,0.737,B,-3.836,0.25,0.0229,0.0,0.0803,0.626,85.006,163256,Major
Starchild,Ummet Ozcan,47,Starchild,2018,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,edm,progressive electro house,0.654,0.873,C,-3.353,0.0318,0.191,0.00294,0.0961,0.474,124.001,156774,Major
